ClassName,URL
Buffer,https://docs.oracle.com/javase/8/docs/api/java/nio/Buffer.html
ByteBuffer,https://docs.oracle.com/javase/8/docs/api/java/nio/ByteBuffer.html
ByteOrder,https://docs.oracle.com/javase/8/docs/api/java/nio/ByteOrder.html
CharBuffer,https://docs.oracle.com/javase/8/docs/api/java/nio/CharBuffer.html
DoubleBuffer,https://docs.oracle.com/javase/8/docs/api/java/nio/DoubleBuffer.html
FloatBuffer,https://docs.oracle.com/javase/8/docs/api/java/nio/FloatBuffer.html
IntBuffer,https://docs.oracle.com/javase/8/docs/api/java/nio/IntBuffer.html
LongBuffer,https://docs.oracle.com/javase/8/docs/api/java/nio/LongBuffer.html
MappedByteBuffer,https://docs.oracle.com/javase/8/docs/api/java/nio/MappedByteBuffer.html
ShortBuffer,https://docs.oracle.com/javase/8/docs/api/java/nio/ShortBuffer.html
