FileName,UsedPackage
Buffer_1,True
Buffer_2,True
Buffer_3,True
Buffer_4,True
ByteOrder_3,True
CharBuffer_2,True
DoubleBuffer_1,True
DoubleBuffer_3,True
DoubleBuffer_4,True
DoubleBuffer_5,True
FloatBuffer_2,True
FloatBuffer_3,True
FloatBuffer_10,True
FloatBuffer_11,True
FloatBuffer_13,True
FloatBuffer_19,True
IntBuffer_2,True
IntBuffer_3,True
IntBuffer_4,True
LongBuffer_1,True
LongBuffer_2,True
LongBuffer_3,True
LongBuffer_4,True
ShortBuffer_1,True
ShortBuffer_2,True
ShortBuffer_3,True
ShortBuffer_4,True
