ClassName,Method,Return Type
Buffer,array(),abstract Object
Buffer,arrayOffset(),abstract int
Buffer,capacity(),int
Buffer,clear(),Buffer
Buffer,flip(),Buffer
Buffer,hasArray(),abstract boolean
Buffer,hasRemaining(),boolean
Buffer,isDirect(),abstract boolean
Buffer,isReadOnly(),abstract boolean
Buffer,limit(),int
Buffer,limit(int newLimit),Buffer
Buffer,mark(),Buffer
Buffer,position(),int
Buffer,position(int newPosition),Buffer
Buffer,remaining(),int
Buffer,reset(),Buffer
Buffer,rewind(),Buffer
ByteBuffer,allocate(int capacity),static ByteBuffer
ByteBuffer,allocateDirect(int capacity),static ByteBuffer
ByteBuffer,array(),byte[]
ByteBuffer,arrayOffset(),int
ByteBuffer,asCharBuffer(),abstract CharBuffer
ByteBuffer,asDoubleBuffer(),abstract DoubleBuffer
ByteBuffer,asFloatBuffer(),abstract FloatBuffer
ByteBuffer,asIntBuffer(),abstract IntBuffer
ByteBuffer,asLongBuffer(),abstract LongBuffer
ByteBuffer,asReadOnlyBuffer(),abstract ByteBuffer
ByteBuffer,asShortBuffer(),abstract ShortBuffer
ByteBuffer,compact(),abstract ByteBuffer
ByteBuffer,compareTo(ByteBuffer that),int
ByteBuffer,duplicate(),abstract ByteBuffer
ByteBuffer,equals(Object ob),boolean
ByteBuffer,get(),abstract byte
ByteBuffer,get(byte[] dst),ByteBuffer
ByteBuffer,"get(byte[] dst, int offset, int length)",ByteBuffer
ByteBuffer,get(int index),abstract byte
ByteBuffer,getChar(),abstract char
ByteBuffer,getChar(int index),abstract char
ByteBuffer,getDouble(),abstract double
ByteBuffer,getDouble(int index),abstract double
ByteBuffer,getFloat(),abstract float
ByteBuffer,getFloat(int index),abstract float
ByteBuffer,getInt(),abstract int
ByteBuffer,getInt(int index),abstract int
ByteBuffer,getLong(),abstract long
ByteBuffer,getLong(int index),abstract long
ByteBuffer,getShort(),abstract short
ByteBuffer,getShort(int index),abstract short
ByteBuffer,hasArray(),boolean
ByteBuffer,hashCode(),int
ByteBuffer,isDirect(),abstract boolean
ByteBuffer,order(),ByteOrder
ByteBuffer,order(ByteOrder bo),ByteBuffer
ByteBuffer,put(byte b),abstract ByteBuffer
ByteBuffer,put(byte[] src),ByteBuffer
ByteBuffer,"put(byte[] src, int offset, int length)",ByteBuffer
ByteBuffer,put(ByteBuffer src),ByteBuffer
ByteBuffer,"put(int index, byte b)",abstract ByteBuffer
ByteBuffer,putChar(char value),abstract ByteBuffer
ByteBuffer,"putChar(int index, char value)",abstract ByteBuffer
ByteBuffer,putDouble(double value),abstract ByteBuffer
ByteBuffer,"putDouble(int index, double value)",abstract ByteBuffer
ByteBuffer,putFloat(float value),abstract ByteBuffer
ByteBuffer,"putFloat(int index, float value)",abstract ByteBuffer
ByteBuffer,putInt(int value),abstract ByteBuffer
ByteBuffer,"putInt(int index, int value)",abstract ByteBuffer
ByteBuffer,"putLong(int index, long value)",abstract ByteBuffer
ByteBuffer,putLong(long value),abstract ByteBuffer
ByteBuffer,"putShort(int index, short value)",abstract ByteBuffer
ByteBuffer,putShort(short value),abstract ByteBuffer
ByteBuffer,slice(),abstract ByteBuffer
ByteBuffer,toString(),String
ByteBuffer,wrap(byte[] array),static ByteBuffer
ByteBuffer,"wrap(byte[] array, int offset, int length)",static ByteBuffer
ByteOrder,nativeOrder(),static ByteOrder
ByteOrder,toString(),String
CharBuffer,allocate(int capacity),static CharBuffer
CharBuffer,append(char c),CharBuffer
CharBuffer,append(CharSequence csq),CharBuffer
CharBuffer,"append(CharSequence csq, int start, int end)",CharBuffer
CharBuffer,array(),char[]
CharBuffer,arrayOffset(),int
CharBuffer,asReadOnlyBuffer(),abstract CharBuffer
CharBuffer,charAt(int index),char
CharBuffer,chars(),IntStream
CharBuffer,compact(),abstract CharBuffer
CharBuffer,compareTo(CharBuffer that),int
CharBuffer,duplicate(),abstract CharBuffer
CharBuffer,equals(Object ob),boolean
CharBuffer,get(),abstract char
CharBuffer,get(char[] dst),CharBuffer
CharBuffer,"get(char[] dst, int offset, int length)",CharBuffer
CharBuffer,get(int index),abstract char
CharBuffer,hasArray(),boolean
CharBuffer,hashCode(),int
CharBuffer,isDirect(),abstract boolean
CharBuffer,length(),int
CharBuffer,order(),abstract ByteOrder
CharBuffer,put(char c),abstract CharBuffer
CharBuffer,put(char[] src),CharBuffer
CharBuffer,"put(char[] src, int offset, int length)",CharBuffer
CharBuffer,put(CharBuffer src),CharBuffer
CharBuffer,"put(int index, char c)",abstract CharBuffer
CharBuffer,put(String src),CharBuffer
