Sample Number,ClassName,Snippet Number,Method,Exist
0,Adler32,1,long update(byte[] buffer),False
0,Adler32,2,"long update(byte[] buffer, int offset, int len)",False
0,Adler32,3,long update(int b),False
0,Adler32,4,long getValue(),True
0,Adler32,5,void reset(),True
1,CheckedInputStream,1,int read(),True
1,CheckedInputStream,2,int read(byte[] b),False
1,CheckedInputStream,3,"int read(byte[] b, int off, int len)",True
1,CheckedInputStream,4,long skip(long n),True
1,CheckedInputStream,5,int available(),False
2,CheckedOutputStream,1,"CheckedOutputStream(OutputStream out, Checksum ck)",False
2,CheckedOutputStream,2,void write(int b),True
2,CheckedOutputStream,3,void write(byte[] b),False
2,CheckedOutputStream,4,"void write(byte[] b, int off, int len)",True
2,CheckedOutputStream,5,void flush(),False
3,CRC32,1,void update(int b),True
3,CRC32,2,"void update(byte[] b, int off, int len)",True
3,CRC32,3,void reset(),True
3,CRC32,4,long getValue(),True
3,CRC32,5,void setValue(long value),False
4,Deflater,1,void setInput(byte[] input),True
4,Deflater,2,void setDictionary(byte[] dictionary),True
4,Deflater,3,void setLevel(int level),True
4,Deflater,4,void setStrategy(int strategy),True
4,Deflater,5,int deflate(byte[] output),True
5,DeflaterInputStream,1,int deflate(byte[] buf),False
5,DeflaterInputStream,2,"int deflate(byte[] buf, int off, int len)",False
5,DeflaterInputStream,3,void end(),False
5,DeflaterInputStream,4,boolean finished(),False
5,DeflaterInputStream,5,void reset(),True
6,DeflaterOutputStream,1,void setLevel(int level),False
6,DeflaterOutputStream,2,void setDictionary(byte[] dictionary),False
6,DeflaterOutputStream,3,void finish(),True
6,DeflaterOutputStream,4,void reset(),False
6,DeflaterOutputStream,5,boolean finished(),False
7,GZIPInputStream,1,int read(),False
7,GZIPInputStream,2,int read(byte[] b),False
7,GZIPInputStream,3,"int read(byte[] b, int off, int len)",True
7,GZIPInputStream,4,void close(),True
7,GZIPInputStream,5,boolean eof(),False
8,GZIPOutputStream,1,GZIPOutputStream(OutputStream out),False
8,GZIPOutputStream,2,void write(int b),False
8,GZIPOutputStream,3,void write(byte[] b),False
8,GZIPOutputStream,4,"void write(byte[] b, int off, int len)",True
8,GZIPOutputStream,5,void finish(),True
9,Inflater,1,void setInput(byte[] input),True
