ClassName,Method,Return Type
AlreadyBoundHelper,extract(Any a),static AlreadyBound
AlreadyBoundHelper,id(),static String
AlreadyBoundHelper,"insert(Any a, AlreadyBound that)",static void
AlreadyBoundHelper,read(InputStream istream),static AlreadyBound
AlreadyBoundHelper,type(),static TypeCode
AlreadyBoundHelper,"write(OutputStream ostream, AlreadyBound value)",static void
AlreadyBoundHolder,_read(InputStream i),void
AlreadyBoundHolder,_type(),TypeCode
AlreadyBoundHolder,_write(OutputStream o),void
CannotProceedHelper,extract(Any a),static CannotProceed
CannotProceedHelper,id(),static String
CannotProceedHelper,"insert(Any a, CannotProceed that)",static void
CannotProceedHelper,read(InputStream istream),static CannotProceed
CannotProceedHelper,type(),static TypeCode
CannotProceedHelper,"write(OutputStream ostream, CannotProceed value)",static void
CannotProceedHolder,_read(InputStream i),void
CannotProceedHolder,_type(),TypeCode
CannotProceedHolder,_write(OutputStream o),void
InvalidNameHelper,extract(Any a),static InvalidName
InvalidNameHelper,id(),static String
InvalidNameHelper,"insert(Any a, InvalidName that)",static void
InvalidNameHelper,read(InputStream istream),static InvalidName
InvalidNameHelper,type(),static TypeCode
InvalidNameHelper,"write(OutputStream ostream, InvalidName value)",static void
InvalidNameHolder,_read(InputStream i),void
InvalidNameHolder,_type(),TypeCode
InvalidNameHolder,_write(OutputStream o),void
NotEmptyHelper,extract(Any a),static NotEmpty
NotEmptyHelper,id(),static String
NotEmptyHelper,"insert(Any a, NotEmpty that)",static void
NotEmptyHelper,read(InputStream istream),static NotEmpty
NotEmptyHelper,type(),static TypeCode
NotEmptyHelper,"write(OutputStream ostream, NotEmpty value)",static void
NotEmptyHolder,_read(InputStream i),void
NotEmptyHolder,_type(),TypeCode
NotEmptyHolder,_write(OutputStream o),void
NotFoundHelper,extract(Any a),static NotFound
NotFoundHelper,id(),static String
NotFoundHelper,"insert(Any a, NotFound that)",static void
NotFoundHelper,read(InputStream istream),static NotFound
NotFoundHelper,type(),static TypeCode
NotFoundHelper,"write(OutputStream ostream, NotFound value)",static void
NotFoundHolder,_read(InputStream i),void
NotFoundHolder,_type(),TypeCode
NotFoundHolder,_write(OutputStream o),void
NotFoundReason,from_int(int value),static NotFoundReason
NotFoundReason,value(),int
NotFoundReasonHelper,extract(Any a),static NotFoundReason
NotFoundReasonHelper,id(),static String
NotFoundReasonHelper,"insert(Any a, NotFoundReason that)",static void
NotFoundReasonHelper,read(InputStream istream),static NotFoundReason
NotFoundReasonHelper,type(),static TypeCode
NotFoundReasonHelper,"write(OutputStream ostream, NotFoundReason value)",static void
NotFoundReasonHolder,_read(InputStream i),void
NotFoundReasonHolder,_type(),TypeCode
NotFoundReasonHolder,_write(OutputStream o),void
