FileName,Compilable,Runnable,Correct
AffineTransformOp_2,True,True,True
AffineTransformOp_3,True,True,True
BufferedImage_1,True,False,False
BufferedImage_2,True,False,False
BufferedImage_3,True,True,True
BufferedImage_4,True,True,True
BufferedImage_5,True,True,True
BufferStrategy_1,False,False,False
BufferStrategy_2,False,False,False
BufferStrategy_3,True,False,False
ColorConvertOp_1,True,False,False
ColorConvertOp_2,False,False,False
ColorModel_1,True,True,True
ColorModel_2,True,True,True
ColorModel_3,False,False,False
ColorModel_4,True,True,True
ColorModel_5,True,True,True
ComponentColorModel_1,False,False,False
ComponentColorModel_2,False,False,False
ComponentColorModel_3,False,False,False
ComponentColorModel_4,False,False,False
ComponentColorModel_5,True,False,False
ConvolveOp_2,True,True,True
DataBuffer_1,True,True,True
DataBuffer_2,True,True,True
DataBuffer_3,True,True,True
DataBuffer_4,True,True,True
DataBuffer_9,True,True,True
DataBufferInt_1,True,True,True
DataBufferInt_2,True,True,True
DataBufferUShort_2,True,True,True
DirectColorModel_2,True,True,True
DirectColorModel_3,True,True,True
DirectColorModel_4,True,True,True
DirectColorModel_5,True,True,True
DirectColorModel_7,True,True,True
DirectColorModel_8,True,True,True
DirectColorModel_9,True,True,True
DirectColorModel_10,True,True,True
Kernel_2,True,True,True
Kernel_3,True,True,True
Raster_1,True,True,True
Raster_2,True,True,True
Raster_8,True,False,False
RGBImageFilter_1,True,True,True
SampleModel_1,False,False,False
SampleModel_2,True,True,True
SinglePixelPackedSampleModel_1,False,False,False
VolatileImage_1,True,False,False
VolatileImage_2,False,False,False
VolatileImage_3,False,False,False
WritableRaster_5,True,True,True
