ClassName,Method,Return Type
AffineTransformOp,"createCompatibleDestImage(BufferedImage src, ColorModel destCM)",BufferedImage
AffineTransformOp,createCompatibleDestRaster(Raster src),WritableRaster
AffineTransformOp,"filter(BufferedImage src, BufferedImage dst)",BufferedImage
AffineTransformOp,"filter(Raster src, WritableRaster dst)",WritableRaster
AffineTransformOp,getBounds2D(BufferedImage src),Rectangle2D
AffineTransformOp,getBounds2D(Raster src),Rectangle2D
AffineTransformOp,getInterpolationType(),int
AffineTransformOp,"getPoint2D(Point2D srcPt, Point2D dstPt)",Point2D
AffineTransformOp,getRenderingHints(),RenderingHints
AffineTransformOp,getTransform(),AffineTransform
AreaAveragingScaleFilter,setHints(int hints),void
AreaAveragingScaleFilter,"setPixels(int x, int y, int w, int h, ColorModel model, byte[] pixels, int off, int scansize)",void
AreaAveragingScaleFilter,"setPixels(int x, int y, int w, int h, ColorModel model, int[] pixels, int off, int scansize)",void
BandCombineOp,createCompatibleDestRaster(Raster src),WritableRaster
BandCombineOp,"filter(Raster src, WritableRaster dst)",WritableRaster
BandCombineOp,getBounds2D(Raster src),Rectangle2D
BandCombineOp,getMatrix(),float[][]
BandCombineOp,"getPoint2D(Point2D srcPt, Point2D dstPt)",Point2D
BandCombineOp,getRenderingHints(),RenderingHints
BandedSampleModel,"createCompatibleSampleModel(int w, int h)",SampleModel
BandedSampleModel,createDataBuffer(),DataBuffer
BandedSampleModel,createSubsetSampleModel(int[] bands),SampleModel
BandedSampleModel,"getDataElements(int x, int y, Object obj, DataBuffer data)",Object
BandedSampleModel,"getPixel(int x, int y, int[] iArray, DataBuffer data)",int[]
BandedSampleModel,"getPixels(int x, int y, int w, int h, int[] iArray, DataBuffer data)",int[]
BandedSampleModel,"getSample(int x, int y, int b, DataBuffer data)",int
BandedSampleModel,"getSampleDouble(int x, int y, int b, DataBuffer data)",double
BandedSampleModel,"getSampleFloat(int x, int y, int b, DataBuffer data)",float
BandedSampleModel,"getSamples(int x, int y, int w, int h, int b, int[] iArray, DataBuffer data)",int[]
BandedSampleModel,hashCode(),int
BandedSampleModel,"setDataElements(int x, int y, Object obj, DataBuffer data)",void
BandedSampleModel,"setPixel(int x, int y, int[] iArray, DataBuffer data)",void
BandedSampleModel,"setPixels(int x, int y, int w, int h, int[] iArray, DataBuffer data)",void
BandedSampleModel,"setSample(int x, int y, int b, double s, DataBuffer data)",void
BandedSampleModel,"setSample(int x, int y, int b, float s, DataBuffer data)",void
BandedSampleModel,"setSample(int x, int y, int b, int s, DataBuffer data)",void
BandedSampleModel,"setSamples(int x, int y, int w, int h, int b, int[] iArray, DataBuffer data)",void
BufferedImage,addTileObserver(TileObserver to),void
BufferedImage,coerceData(boolean isAlphaPremultiplied),void
BufferedImage,copyData(WritableRaster outRaster),WritableRaster
BufferedImage,createGraphics(),Graphics2D
BufferedImage,getAlphaRaster(),WritableRaster
BufferedImage,getColorModel(),ColorModel
BufferedImage,getData(),Raster
BufferedImage,getData(Rectangle rect),Raster
BufferedImage,getGraphics(),Graphics
BufferedImage,getHeight(),int
BufferedImage,getHeight(ImageObserver observer),int
BufferedImage,getMinTileX(),int
BufferedImage,getMinTileY(),int
BufferedImage,getMinX(),int
BufferedImage,getMinY(),int
BufferedImage,getNumXTiles(),int
BufferedImage,getNumYTiles(),int
BufferedImage,getProperty(String name),Object
BufferedImage,"getProperty(String name, ImageObserver observer)",Object
BufferedImage,getPropertyNames(),String[]
BufferedImage,getRaster(),WritableRaster
BufferedImage,"getRGB(int x, int y)",int
BufferedImage,"getRGB(int startX, int startY, int w, int h, int[] rgbArray, int offset, int scansize)",int[]
BufferedImage,getSampleModel(),SampleModel
BufferedImage,getSource(),ImageProducer
BufferedImage,getSources(),Vector<RenderedImage>
BufferedImage,"getSubimage(int x, int y, int w, int h)",BufferedImage
BufferedImage,"getTile(int tileX, int tileY)",Raster
BufferedImage,getTileGridXOffset(),int
BufferedImage,getTileGridYOffset(),int
BufferedImage,getTileHeight(),int
BufferedImage,getTileWidth(),int
BufferedImage,getTransparency(),int
BufferedImage,getType(),int
BufferedImage,getWidth(),int
BufferedImage,getWidth(ImageObserver observer),int
BufferedImage,"getWritableTile(int tileX, int tileY)",WritableRaster
BufferedImage,getWritableTileIndices(),Point[]
BufferedImage,hasTileWriters(),boolean
BufferedImage,isAlphaPremultiplied(),boolean
BufferedImage,"isTileWritable(int tileX, int tileY)",boolean
BufferedImage,"releaseWritableTile(int tileX, int tileY)",void
BufferedImage,removeTileObserver(TileObserver to),void
BufferedImage,setData(Raster r),void
BufferedImage,"setRGB(int x, int y, int rgb)",void
BufferedImage,"setRGB(int startX, int startY, int w, int h, int[] rgbArray, int offset, int scansize)",void
BufferedImage,toString(),String
BufferedImageFilter,getBufferedImageOp(),BufferedImageOp
BufferedImageFilter,imageComplete(int status),void
BufferedImageFilter,setColorModel(ColorModel model),void
BufferedImageFilter,"setDimensions(int width, int height)",void
BufferedImageFilter,"setPixels(int x, int y, int w, int h, ColorModel model, byte[] pixels, int off, int scansize)",void
BufferedImageFilter,"setPixels(int x, int y, int w, int h, ColorModel model, int[] pixels, int off, int scansize)",void
BufferStrategy,contentsLost(),abstract boolean
BufferStrategy,contentsRestored(),abstract boolean
BufferStrategy,dispose(),void
BufferStrategy,getCapabilities(),abstract BufferCapabilities
BufferStrategy,getDrawGraphics(),abstract Graphics
BufferStrategy,show(),abstract void
ByteLookupTable,getTable(),byte[][]
ByteLookupTable,"lookupPixel(byte[] src, byte[] dst)",byte[]
ByteLookupTable,"lookupPixel(int[] src, int[] dst)",int[]
ColorConvertOp,"createCompatibleDestImage(BufferedImage src, ColorModel destCM)",BufferedImage
ColorConvertOp,createCompatibleDestRaster(Raster src),WritableRaster
ColorConvertOp,"filter(BufferedImage src, BufferedImage dest)",BufferedImage
ColorConvertOp,"filter(Raster src, WritableRaster dest)",WritableRaster
ColorConvertOp,getBounds2D(BufferedImage src),Rectangle2D
ColorConvertOp,getBounds2D(Raster src),Rectangle2D
ColorConvertOp,getICC_Profiles(),ICC_Profile[]
ColorConvertOp,"getPoint2D(Point2D srcPt, Point2D dstPt)",Point2D
ColorConvertOp,getRenderingHints(),RenderingHints
ColorModel,"coerceData(WritableRaster raster, boolean isAlphaPremultiplied)",ColorModel
ColorModel,"createCompatibleSampleModel(int w, int h)",SampleModel
ColorModel,"createCompatibleWritableRaster(int w, int h)",WritableRaster
ColorModel,equals(Object obj),boolean
ColorModel,finalize(),void
ColorModel,getAlpha(int pixel),abstract int
ColorModel,getAlpha(Object inData),int
ColorModel,getAlphaRaster(WritableRaster raster),WritableRaster
ColorModel,getBlue(int pixel),abstract int
ColorModel,getBlue(Object inData),int
ColorModel,getColorSpace(),ColorSpace
ColorModel,"getComponents(int pixel, int[] components, int offset)",int[]
ColorModel,"getComponents(Object pixel, int[] components, int offset)",int[]
ColorModel,getComponentSize(),int[]
ColorModel,getComponentSize(int componentIdx),int
ColorModel,"getDataElement(float[] normComponents, int normOffset)",int
ColorModel,"getDataElement(int[] components, int offset)",int
ColorModel,"getDataElements(float[] normComponents, int normOffset, Object obj)",Object
ColorModel,"getDataElements(int[] components, int offset, Object obj)",Object
ColorModel,"getDataElements(int rgb, Object pixel)",Object
ColorModel,getGreen(int pixel),abstract int
ColorModel,getGreen(Object inData),int
ColorModel,"getNormalizedComponents(int[] components, int offset, float[] normComponents, int normOffset)",float[]
ColorModel,"getNormalizedComponents(Object pixel, float[] normComponents, int normOffset)",float[]
ColorModel,getNumColorComponents(),int
ColorModel,getNumComponents(),int
ColorModel,getPixelSize(),int
ColorModel,getRed(int pixel),abstract int
ColorModel,getRed(Object inData),int
ColorModel,getRGB(int pixel),int
ColorModel,getRGB(Object inData),int
ColorModel,getRGBdefault(),static ColorModel
ColorModel,getTransferType(),int
ColorModel,getTransparency(),int
ColorModel,"getUnnormalizedComponents(float[] normComponents, int normOffset, int[] components, int offset)",int[]
ColorModel,hasAlpha(),boolean
ColorModel,hashCode(),int
ColorModel,isAlphaPremultiplied(),boolean
ColorModel,isCompatibleRaster(Raster raster),boolean
ColorModel,isCompatibleSampleModel(SampleModel sm),boolean
ColorModel,toString(),String
ComponentColorModel,"coerceData(WritableRaster raster, boolean isAlphaPremultiplied)",ColorModel
ComponentColorModel,"createCompatibleSampleModel(int w, int h)",SampleModel
ComponentColorModel,"createCompatibleWritableRaster(int w, int h)",WritableRaster
ComponentColorModel,equals(Object obj),boolean
ComponentColorModel,getAlpha(int pixel),int
ComponentColorModel,getAlpha(Object inData),int
ComponentColorModel,getAlphaRaster(WritableRaster raster),WritableRaster
ComponentColorModel,getBlue(int pixel),int
ComponentColorModel,getBlue(Object inData),int
ComponentColorModel,"getComponents(int pixel, int[] components, int offset)",int[]
ComponentColorModel,"getComponents(Object pixel, int[] components, int offset)",int[]
ComponentColorModel,"getDataElement(float[] normComponents, int normOffset)",int
ComponentColorModel,"getDataElement(int[] components, int offset)",int
ComponentColorModel,"getDataElements(float[] normComponents, int normOffset, Object obj)",Object
ComponentColorModel,"getDataElements(int[] components, int offset, Object obj)",Object
ComponentColorModel,"getDataElements(int rgb, Object pixel)",Object
ComponentColorModel,getGreen(int pixel),int
ComponentColorModel,getGreen(Object inData),int
ComponentColorModel,"getNormalizedComponents(int[] components, int offset, float[] normComponents, int normOffset)",float[]
ComponentColorModel,"getNormalizedComponents(Object pixel, float[] normComponents, int normOffset)",float[]
ComponentColorModel,getRed(int pixel),int
ComponentColorModel,getRed(Object inData),int
ComponentColorModel,getRGB(int pixel),int
ComponentColorModel,getRGB(Object inData),int
ComponentColorModel,"getUnnormalizedComponents(float[] normComponents, int normOffset, int[] components, int offset)",int[]
ComponentColorModel,isCompatibleRaster(Raster raster),boolean
ComponentColorModel,isCompatibleSampleModel(SampleModel sm),boolean
ComponentSampleModel,"createCompatibleSampleModel(int w, int h)",SampleModel
ComponentSampleModel,createDataBuffer(),DataBuffer
ComponentSampleModel,createSubsetSampleModel(int[] bands),SampleModel
ComponentSampleModel,equals(Object o),boolean
ComponentSampleModel,getBandOffsets(),int[]
ComponentSampleModel,getBankIndices(),int[]
ComponentSampleModel,"getDataElements(int x, int y, Object obj, DataBuffer data)",Object
ComponentSampleModel,getNumDataElements(),int
ComponentSampleModel,"getOffset(int x, int y)",int
ComponentSampleModel,"getOffset(int x, int y, int b)",int
ComponentSampleModel,"getPixel(int x, int y, int[] iArray, DataBuffer data)",int[]
ComponentSampleModel,"getPixels(int x, int y, int w, int h, int[] iArray, DataBuffer data)",int[]
ComponentSampleModel,getPixelStride(),int
ComponentSampleModel,"getSample(int x, int y, int b, DataBuffer data)",int
ComponentSampleModel,"getSampleDouble(int x, int y, int b, DataBuffer data)",double
ComponentSampleModel,"getSampleFloat(int x, int y, int b, DataBuffer data)",float
ComponentSampleModel,"getSamples(int x, int y, int w, int h, int b, int[] iArray, DataBuffer data)",int[]
ComponentSampleModel,getSampleSize(),int[]
ComponentSampleModel,getSampleSize(int band),int
ComponentSampleModel,getScanlineStride(),int
ComponentSampleModel,hashCode(),int
ComponentSampleModel,"setDataElements(int x, int y, Object obj, DataBuffer data)",void
ComponentSampleModel,"setPixel(int x, int y, int[] iArray, DataBuffer data)",void
ComponentSampleModel,"setPixels(int x, int y, int w, int h, int[] iArray, DataBuffer data)",void
ComponentSampleModel,"setSample(int x, int y, int b, double s, DataBuffer data)",void
ComponentSampleModel,"setSample(int x, int y, int b, float s, DataBuffer data)",void
ComponentSampleModel,"setSample(int x, int y, int b, int s, DataBuffer data)",void
ComponentSampleModel,"setSamples(int x, int y, int w, int h, int b, int[] iArray, DataBuffer data)",void
ConvolveOp,"createCompatibleDestImage(BufferedImage src, ColorModel destCM)",BufferedImage
ConvolveOp,createCompatibleDestRaster(Raster src),WritableRaster
ConvolveOp,"filter(BufferedImage src, BufferedImage dst)",BufferedImage
ConvolveOp,"filter(Raster src, WritableRaster dst)",WritableRaster
ConvolveOp,getBounds2D(BufferedImage src),Rectangle2D
ConvolveOp,getBounds2D(Raster src),Rectangle2D
ConvolveOp,getEdgeCondition(),int
ConvolveOp,getKernel(),Kernel
ConvolveOp,"getPoint2D(Point2D srcPt, Point2D dstPt)",Point2D
ConvolveOp,getRenderingHints(),RenderingHints
CropImageFilter,"setDimensions(int w, int h)",void
CropImageFilter,"setPixels(int x, int y, int w, int h, ColorModel model, byte[] pixels, int off, int scansize)",void
CropImageFilter,"setPixels(int x, int y, int w, int h, ColorModel model, int[] pixels, int off, int scansize)",void
CropImageFilter,"setProperties(Hashtable<?,?> props)",void
DataBuffer,getDataType(),int
DataBuffer,getDataTypeSize(int type),static int
DataBuffer,getElem(int i),int
DataBuffer,"getElem(int bank, int i)",abstract int
DataBuffer,getElemDouble(int i),double
DataBuffer,"getElemDouble(int bank, int i)",double
DataBuffer,getElemFloat(int i),float
DataBuffer,"getElemFloat(int bank, int i)",float
DataBuffer,getNumBanks(),int
DataBuffer,getOffset(),int
DataBuffer,getOffsets(),int[]
DataBuffer,getSize(),int
DataBuffer,"setElem(int i, int val)",void
DataBuffer,"setElem(int bank, int i, int val)",abstract void
DataBuffer,"setElemDouble(int i, double val)",void
DataBuffer,"setElemDouble(int bank, int i, double val)",void
DataBuffer,"setElemFloat(int i, float val)",void
