FileName,UsedPackage
AffineTransformOp_2,True
AffineTransformOp_3,True
BufferedImage_1,True
BufferedImage_2,True
BufferedImage_3,True
BufferedImage_4,True
BufferedImage_5,True
BufferStrategy_1,True
BufferStrategy_2,True
BufferStrategy_3,True
ColorConvertOp_1,True
ColorConvertOp_2,True
ColorModel_1,True
ColorModel_2,True
ColorModel_3,True
ColorModel_4,True
ColorModel_5,True
ComponentColorModel_1,True
ComponentColorModel_2,True
ComponentColorModel_3,True
ComponentColorModel_4,True
ComponentColorModel_5,True
ComponentSampleModel_1,False
ConvolveOp_2,True
DataBuffer_1,True
DataBuffer_2,True
DataBuffer_3,True
DataBuffer_4,True
DataBuffer_9,True
DataBufferInt_1,True
DataBufferInt_2,True
DataBufferUShort_1,False
DataBufferUShort_2,True
DirectColorModel_2,True
DirectColorModel_3,True
DirectColorModel_4,True
DirectColorModel_5,True
DirectColorModel_7,True
DirectColorModel_8,True
DirectColorModel_9,True
DirectColorModel_10,True
Kernel_2,True
Kernel_3,True
MultiPixelPackedSampleModel_1,False
MultiPixelPackedSampleModel_13,False
Raster_1,True
Raster_2,True
Raster_8,True
RGBImageFilter_1,True
SampleModel_1,True
SampleModel_2,True
SinglePixelPackedSampleModel_1,True
VolatileImage_1,True
VolatileImage_2,True
VolatileImage_3,True
WritableRaster_5,True
