Sample Number,ClassName,Snippet Number,Method,Exist
0,Attributes,1,boolean contains(Object o),False
0,Attributes,2,boolean containsAll(Collection<?> c),False
0,Attributes,3,boolean isEmpty(),True
0,Attributes,4,int size(),True
0,Attributes,5,Object get(int index),False
1,Attributes.Name,1,boolean contains(Object o),False
1,Attributes.Name,2,boolean isEmpty(),False
1,Attributes.Name,3,int size(),False
1,Attributes.Name,4,Object get(int index),False
1,Attributes.Name,5,"Object set(int index, Object element)",False
2,JarEntry,1,boolean add(E e),False
2,JarEntry,2,E get(int index),False
2,JarEntry,3,E remove(int index),False
2,JarEntry,4,int size(),False
2,JarEntry,5,boolean isEmpty(),False
3,JarFile,1,JarFile(File file),False
3,JarFile,2,Enumeration<JarEntry> entries(),True
3,JarFile,3,Manifest getManifest(),True
3,JarFile,4,InputStream getInputStream(JarEntry e),False
3,JarFile,5,JarEntry getJarEntry(String name),True
4,JarInputStream,1,JarInputStream(InputStream in),False
4,JarInputStream,2,JarEntry getNextJarEntry(),True
4,JarInputStream,3,void closeEntry(),False
4,JarInputStream,4,boolean getNextEntry(),False
4,JarInputStream,5,void close(),False
5,JarOutputStream,1,JarOutputStream(OutputStream out),False
5,JarOutputStream,2,void putNextEntry(JarEntry e),False
5,JarOutputStream,3,"void write(byte[] b, int off, int len)",False
5,JarOutputStream,4,void closeEntry(),False
5,JarOutputStream,5,void close(),False
6,Manifest,1,boolean add(E e),False
6,Manifest,2,boolean addAll(Collection<? extends E> c),False
6,Manifest,3,void clear(),True
6,Manifest,4,boolean contains(Object o),False
6,Manifest,5,boolean containsAll(Collection<?> c),False
7,Pack200,1,boolean add(E e),False
7,Pack200,2,"void add(int index, E element)",False
7,Pack200,3,boolean addAll(Collection<? extends E> c),False
7,Pack200,4,"boolean addAll(int index, Collection<? extends E> c)",False
7,Pack200,5,void clear(),False
