ClassName,Method,Return Type
Delegate,get_codebase(Object self),String
InputStream,read_abstract_interface(),Object
InputStream,read_abstract_interface(Class clz),Object
InputStream,read_value(),Serializable
InputStream,read_value(BoxedValueHelper factory),Serializable
InputStream,read_value(Class clz),Serializable
InputStream,read_value(Serializable value),Serializable
InputStream,read_value(String rep_id),Serializable
ObjectImpl,_get_codebase(),String
OutputStream,write_abstract_interface(Object obj),void
OutputStream,write_value(Serializable value),void
OutputStream,"write_value(Serializable value, BoxedValueHelper factory)",void
OutputStream,"write_value(Serializable value, Class clz)",void
OutputStream,"write_value(Serializable value, String repository_id)",void
