Sample Number,ClassName,Snippet Number,Method,Exist
0,BeanDescriptor,1,BeanDescriptor(Class beanClass),False
0,BeanDescriptor,2,Class getBeanClass(),False
0,BeanDescriptor,3,BeanInfo getBeanInfo(),False
0,BeanDescriptor,4,String getShortDescription(),False
0,BeanDescriptor,5,String getLongDescription(),False
0,BeanDescriptor,6,String getDisplayName(),False
0,BeanDescriptor,7,String getShortName(),False
0,BeanDescriptor,8,String getName(),False
0,BeanDescriptor,9,String getIcon(),False
0,BeanDescriptor,10,String getShortIcon(),False
0,BeanDescriptor,11,String getCategory(),False
0,BeanDescriptor,12,String getSubcategory(),False
0,BeanDescriptor,13,String getDefaultEvent(),False
0,BeanDescriptor,14,String getDefaultAction(),False
0,BeanDescriptor,15,String getDefaultProperty(),False
0,BeanDescriptor,16,String getDefaultEventProperty(),False
0,BeanDescriptor,17,String getDefaultActionProperty(),False
0,BeanDescriptor,18,String getDefaultPropertyProperty(),False
0,BeanDescriptor,19,String getDefaultEventAction(),False
0,BeanDescriptor,20,String getDefaultEventActionProperty(),False
0,BeanDescriptor,21,String getDefaultEventPropertyAction(),False
0,BeanDescriptor,22,String getDefaultEventPropertyActionProperty(),False
0,BeanDescriptor,23,String getDefaultActionEvent(),False
0,BeanDescriptor,24,String getDefaultActionEventProperty(),False
0,BeanDescriptor,25,String getDefaultActionPropertyEvent(),False
0,BeanDescriptor,26,String getDefaultActionPropertyEventProperty(),False
0,BeanDescriptor,27,String getDefaultActionEventAction(),False
0,BeanDescriptor,28,String getDefaultActionEventActionProperty(),False
0,BeanDescriptor,29,String getDefaultActionPropertyEventAction(),False
0,BeanDescriptor,30,String getDefaultActionPropertyEventActionProperty(),False
1,Beans,1,boolean add(E e),False
1,Beans,2,"void add(int index, E element)",False
1,Beans,3,boolean addAll(Collection<? extends E> c),False
1,Beans,4,"boolean addAll(int index, Collection<? extends E> c)",False
1,Beans,5,void clear(),False
2,DefaultPersistenceDelegate,1,boolean add(E e),False
2,DefaultPersistenceDelegate,2,"void add(int index, E element)",False
2,DefaultPersistenceDelegate,3,boolean addAll(Collection<? extends E> c),False
2,DefaultPersistenceDelegate,4,"boolean addAll(int index, Collection<? extends E> c)",False
2,DefaultPersistenceDelegate,5,void clear(),False
3,Encoder,1,boolean add(E e),False
3,Encoder,2,"void add(int index, E element)",False
3,Encoder,3,boolean addAll(Collection<? extends E> c),False
3,Encoder,4,"boolean addAll(int index, Collection<? extends E> c)",False
3,Encoder,5,void clear(),False
4,EventHandler,1,boolean add(E e),False
4,EventHandler,2,boolean addAll(Collection<? extends E> c),False
4,EventHandler,3,void addListener(PropertyChangeListener listener),False
4,EventHandler,4,"boolean addAll(int index, Collection<? extends E> c)",False
4,EventHandler,5,"void firePropertyChange(String propertyName, Object oldValue, Object newValue)",False
5,EventSetDescriptor,1,boolean isDefaultEvent(),False
5,EventSetDescriptor,2,boolean isIdentifierMethod(),False
5,EventSetDescriptor,3,boolean isBound(),False
5,EventSetDescriptor,4,boolean isVetoable(),False
5,EventSetDescriptor,5,boolean isSynthetic(),False
6,Expression,1,boolean add(E e),False
6,Expression,2,"void add(int index, E element)",False
6,Expression,3,boolean addAll(Collection<? extends E> c),False
6,Expression,4,"boolean addAll(int index, Collection<? extends E> c)",False
6,Expression,5,void clear(),False
7,FeatureDescriptor,1,boolean isReadOnly(),False
7,FeatureDescriptor,2,boolean isHidden(),True
7,FeatureDescriptor,3,boolean isPreferred(),True
7,FeatureDescriptor,4,boolean isIdentity(),False
7,FeatureDescriptor,5,boolean isVolatile(),False
8,IndexedPropertyChangeEvent,1,boolean add(E e),False
8,IndexedPropertyChangeEvent,2,"void add(int index, E element)",False
8,IndexedPropertyChangeEvent,3,boolean addAll(Collection<? extends E> c),False
8,IndexedPropertyChangeEvent,4,"boolean addAll(int index, Collection<? extends E> c)",False
8,IndexedPropertyChangeEvent,5,void clear(),False
9,IndexedPropertyDescriptor,1,boolean isReadable(),False
9,IndexedPropertyDescriptor,2,boolean isWritable(),False
9,IndexedPropertyDescriptor,3,Object getReadMethod(),False
9,IndexedPropertyDescriptor,4,Object getWriteMethod(),False
9,IndexedPropertyDescriptor,5,Object getIndexedProperty(),False
10,Introspector,1,getBeanInfo(Class<?> beanClass),False
10,Introspector,2,"getBeanInfo(Class<?> beanClass, Object instance)",False
10,Introspector,3,"getBeanInfo(Class<?> beanClass, Class<?> viewClass)",False
10,Introspector,4,"getBeanInfo(Class<?> beanClass, Class<?> viewClass, Object instance)",False
10,Introspector,5,"getBeanInfo(Class<?> beanClass, Class<?> viewClass, Object instance, Class<?> propertyClass)",False
11,MethodDescriptor,1,boolean add(E e),False
11,MethodDescriptor,2,"void add(int index, E element)",False
11,MethodDescriptor,3,boolean addAll(Collection<? extends E> c),False
11,MethodDescriptor,4,boolean remove(Object o),False
11,MethodDescriptor,5,E remove(int index),False
12,ParameterDescriptor,1,boolean isName(String name),False
12,ParameterDescriptor,2,boolean isHidden(),False
12,ParameterDescriptor,3,boolean isSigned(),False
12,ParameterDescriptor,4,boolean isVolatile(),False
12,ParameterDescriptor,5,boolean isTransient(),False
12,ParameterDescriptor,6,boolean isEnumConstant(),False
12,ParameterDescriptor,7,boolean isOptional(),False
12,ParameterDescriptor,8,boolean isDeprecated(),False
12,ParameterDescriptor,9,boolean isFinal(),False
12,ParameterDescriptor,10,boolean isReadOnly(),False
12,ParameterDescriptor,11,boolean isUnbounded(),False
12,ParameterDescriptor,12,boolean isWrapper(),False
12,ParameterDescriptor,13,boolean isDirectFieldMapped(),False
12,ParameterDescriptor,14,boolean isExpert(),False
12,ParameterDescriptor,15,boolean isPreferred(),False
12,ParameterDescriptor,16,boolean isHinted(),False
12,ParameterDescriptor,17,boolean isConstrained(),False
12,ParameterDescriptor,18,boolean isUnmodifiable(),False
12,ParameterDescriptor,19,boolean isUnwrapped(),False
12,ParameterDescriptor,20,boolean isWeaklyReferenced(),False
13,PersistenceDelegate,1,boolean add(E e),False
13,PersistenceDelegate,2,boolean addAll(Collection<? extends E> c),False
13,PersistenceDelegate,3,void clear(),False
13,PersistenceDelegate,4,boolean contains(Object o),False
13,PersistenceDelegate,5,boolean containsAll(Collection<?> c),False
14,PropertyChangeEvent,1,"PropertyChangeEvent(Object source, String propertyName)",False
14,PropertyChangeEvent,2,Object getNewValue(),True
14,PropertyChangeEvent,3,Object getOldValue(),True
14,PropertyChangeEvent,4,String getPropertyName(),True
14,PropertyChangeEvent,5,Object getSource(),False
15,PropertyChangeListenerProxy,1,boolean add(E e),False
15,PropertyChangeListenerProxy,2,boolean addAll(Collection<? extends E> c),False
15,PropertyChangeListenerProxy,3,void addListener(PropertyChangeListener listener),False
15,PropertyChangeListenerProxy,4,"void firePropertyChange(String propertyName, Object oldValue, Object newValue)",False
15,PropertyChangeListenerProxy,5,boolean remove(Object o),False
16,PropertyChangeSupport,1,void addPropertyChangeListener(PropertyChangeListener listener),True
16,PropertyChangeSupport,2,void removePropertyChangeListener(PropertyChangeListener listener),True
16,PropertyChangeSupport,3,"void firePropertyChange(String propertyName, Object oldValue, Object newValue)",True
16,PropertyChangeSupport,4,"void firePropertyChange(String propertyName, int oldValue, int newValue)",True
16,PropertyChangeSupport,5,"void firePropertyChange(String propertyName, boolean oldValue, boolean newValue)",True
