FileName,UsedPackage
FeatureDescriptor_2,True
FeatureDescriptor_3,True
PropertyChangeEvent_2,True
PropertyChangeEvent_3,True
PropertyChangeEvent_4,True
PropertyChangeSupport_1,True
PropertyChangeSupport_2,True
PropertyChangeSupport_3,True
PropertyChangeSupport_4,True
PropertyChangeSupport_5,True
PropertyDescriptor_5,True
PropertyDescriptor_6,True
PropertyDescriptor_7,True
PropertyDescriptor_8,True
PropertyDescriptor_9,True
PropertyDescriptor_10,True
PropertyDescriptor_11,True
PropertyDescriptor_12,True
PropertyDescriptor_13,True
PropertyDescriptor_14,True
PropertyDescriptor_15,True
PropertyDescriptor_16,True
PropertyDescriptor_17,True
PropertyDescriptor_18,True
PropertyDescriptor_19,True
PropertyDescriptor_20,True
PropertyEditorSupport_1,True
PropertyEditorSupport_2,True
PropertyEditorSupport_3,True
PropertyEditorSupport_4,True
PropertyEditorSupport_5,True
SimpleBeanInfo_1,False
SimpleBeanInfo_2,False
SimpleBeanInfo_3,True
SimpleBeanInfo_4,True
SimpleBeanInfo_5,True
VetoableChangeListenerProxy_2,False
VetoableChangeSupport_1,True
VetoableChangeSupport_2,True
VetoableChangeSupport_3,True
XMLDecoder_2,True
XMLDecoder_3,True
