ClassName,Method,Return Type
FormatMismatchHelper,extract(Any a),static FormatMismatch
FormatMismatchHelper,id(),static String
FormatMismatchHelper,"insert(Any a, FormatMismatch that)",static void
FormatMismatchHelper,read(InputStream istream),static FormatMismatch
FormatMismatchHelper,type(),static TypeCode
FormatMismatchHelper,"write(OutputStream ostream, FormatMismatch value)",static void
InvalidTypeForEncodingHelper,extract(Any a),static InvalidTypeForEncoding
InvalidTypeForEncodingHelper,id(),static String
InvalidTypeForEncodingHelper,"insert(Any a, InvalidTypeForEncoding that)",static void
InvalidTypeForEncodingHelper,read(InputStream istream),static InvalidTypeForEncoding
InvalidTypeForEncodingHelper,type(),static TypeCode
InvalidTypeForEncodingHelper,"write(OutputStream ostream, InvalidTypeForEncoding value)",static void
TypeMismatchHelper,extract(Any a),static TypeMismatch
TypeMismatchHelper,id(),static String
TypeMismatchHelper,"insert(Any a, TypeMismatch that)",static void
TypeMismatchHelper,read(InputStream istream),static TypeMismatch
TypeMismatchHelper,type(),static TypeCode
TypeMismatchHelper,"write(OutputStream ostream, TypeMismatch value)",static void
