FileName,UsedPackage
MetalBorders_ButtonBorder_4,True
MetalBorders_ButtonBorder_5,True
MetalBorders_Flush3DBorder_4,True
MetalBorders_Flush3DBorder_5,True
MetalBorders_InternalFrameBorder_2,True
MetalBorders_MenuBarBorder_4,True
MetalBorders_MenuBarBorder_5,True
MetalBorders_MenuItemBorder_4,True
MetalBorders_MenuItemBorder_5,True
MetalBorders_OptionDialogBorder_4,True
MetalBorders_OptionDialogBorder_5,True
MetalBorders_PaletteBorder_4,True
MetalBorders_PaletteBorder_5,True
MetalBorders_ScrollPaneBorder_4,True
MetalBorders_ScrollPaneBorder_5,True
MetalBorders_TableHeaderBorder_4,True
MetalBorders_TableHeaderBorder_5,True
MetalIconFactory.PaletteCloseIcon_3,False
MetalIconFactory.PaletteCloseIcon_4,False
MetalIconFactory.PaletteCloseIcon_5,False
MetalPopupMenuSeparatorUI_1,True
MetalScrollBarUI_1,False
MetalScrollBarUI_2,True
MetalScrollBarUI_3,False
MetalSeparatorUI_1,True
MetalSliderUI_2,True
MetalSliderUI_3,True
