ClassName,URL
Chromaticity,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/Chromaticity.html
ColorSupported,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/ColorSupported.html
Compression,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/Compression.html
Copies,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/Copies.html
CopiesSupported,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/CopiesSupported.html
DateTimeAtCompleted,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/DateTimeAtCompleted.html
DateTimeAtCreation,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/DateTimeAtCreation.html
DateTimeAtProcessing,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/DateTimeAtProcessing.html
Destination,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/Destination.html
DialogTypeSelection,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/DialogTypeSelection.html
DocumentName,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/DocumentName.html
Fidelity,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/Fidelity.html
Finishings,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/Finishings.html
JobHoldUntil,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/JobHoldUntil.html
JobImpressions,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/JobImpressions.html
JobImpressionsCompleted,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/JobImpressionsCompleted.html
JobImpressionsSupported,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/JobImpressionsSupported.html
JobKOctets,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/JobKOctets.html
JobKOctetsProcessed,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/JobKOctetsProcessed.html
JobKOctetsSupported,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/JobKOctetsSupported.html
JobMediaSheets,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/JobMediaSheets.html
JobMediaSheetsCompleted,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/JobMediaSheetsCompleted.html
JobMediaSheetsSupported,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/JobMediaSheetsSupported.html
JobMessageFromOperator,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/JobMessageFromOperator.html
JobName,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/JobName.html
JobOriginatingUserName,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/JobOriginatingUserName.html
JobPriority,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/JobPriority.html
JobPrioritySupported,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/JobPrioritySupported.html
JobSheets,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/JobSheets.html
JobState,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/JobState.html
JobStateReason,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/JobStateReason.html
JobStateReasons,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/JobStateReasons.html
Media,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/Media.html
MediaName,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/MediaName.html
MediaPrintableArea,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/MediaPrintableArea.html
MediaSize,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/MediaSize.html
MediaSize.Engineering,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/MediaSize.Engineering.html
MediaSize.ISO,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/MediaSize.ISO.html
MediaSize.JIS,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/MediaSize.JIS.html
MediaSize.NA,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/MediaSize.NA.html
MediaSize.Other,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/MediaSize.Other.html
MediaSizeName,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/MediaSizeName.html
MediaTray,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/MediaTray.html
MultipleDocumentHandling,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/MultipleDocumentHandling.html
NumberOfDocuments,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/NumberOfDocuments.html
NumberOfInterveningJobs,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/NumberOfInterveningJobs.html
NumberUp,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/NumberUp.html
NumberUpSupported,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/NumberUpSupported.html
OrientationRequested,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/OrientationRequested.html
OutputDeviceAssigned,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/OutputDeviceAssigned.html
PageRanges,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/PageRanges.html
PagesPerMinute,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/PagesPerMinute.html
PagesPerMinuteColor,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/PagesPerMinuteColor.html
PDLOverrideSupported,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/PDLOverrideSupported.html
PresentationDirection,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/PresentationDirection.html
PrinterInfo,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/PrinterInfo.html
PrinterIsAcceptingJobs,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/PrinterIsAcceptingJobs.html
PrinterLocation,https://docs.oracle.com/javase/8/docs/api/javax/print/attribute/standard/PrinterLocation.html
