Sample Number,ClassName,Snippet Number,Method,Exist
0,ClassDesc,1,boolean add(E e),False
0,ClassDesc,2,"void add(int index, E element)",False
0,ClassDesc,3,boolean addAll(Collection<? extends E> c),False
0,ClassDesc,4,"boolean addAll(int index, Collection<? extends E> c)",False
0,ClassDesc,5,void clear(),False
1,Stub,1,boolean add(E e),False
1,Stub,2,"void add(int index, E element)",False
1,Stub,3,boolean addAll(Collection<? extends E> c),False
1,Stub,4,"boolean addAll(int index, Collection<? extends E> c)",False
1,Stub,5,void clear(),False
2,Util,1,boolean add(E e),False
2,Util,2,"void add(int index, E element)",False
2,Util,3,boolean addAll(Collection<? extends E> c),False
2,Util,4,"boolean addAll(int index, Collection<? extends E> c)",False
2,Util,5,void clear(),False
